-0.72,-0.44,-0.544,pulldown-crunch,,35.0,25
-0.782,-0.494,-0.614,pulldown-crunch,,35.0,25
-0.754,-0.526,-0.723,pulldown-crunch,,35.0,25
-0.789,-0.491,-0.691,pulldown-crunch,,35.0,25
-0.734,-0.386,-0.717,pulldown-crunch,,35.0,25
-0.685,-0.433,-0.713,pulldown-crunch,,35.0,25
-0.68,-0.482,-0.614,pulldown-crunch,,35.0,25
-0.666,-0.44,-0.62,pulldown-crunch,,35.0,25
-0.657,-0.279,-0.711,pulldown-crunch,,35.0,25
-0.649,-0.255,-0.578,pulldown-crunch,,35.0,25
-0.654,-0.243,-0.544,pulldown-crunch,,35.0,25
-0.662,-0.252,-0.649,pulldown-crunch,,35.0,25
-0.664,-0.461,-0.771,pulldown-crunch,,35.0,25
-0.729,-0.563,-0.576,pulldown-crunch,,35.0,25
-0.712,-0.49,-0.548,pulldown-crunch,,35.0,25
-0.729,-0.417,-0.613,pulldown-crunch,,35.0,25
-0.749,-0.411,-0.589,pulldown-crunch,,35.0,25
-0.726,-0.416,-0.6,pulldown-crunch,,35.0,25
-0.702,-0.314,-0.641,pulldown-crunch,,35.0,25
-0.696,-0.108,-0.75,pulldown-crunch,,35.0,25
-0.749,0.142,-0.755,pulldown-crunch,,35.0,25
-0.798,0.489,-0.688,pulldown-crunch,,35.0,25
-0.844,0.713,-0.606,pulldown-crunch,,35.0,25
-0.919,0.61,-0.504,pulldown-crunch,,35.0,25
-0.956,0.401,-0.593,pulldown-crunch,,35.0,25
-0.932,0.276,-0.904,pulldown-crunch,,35.0,25
-0.881,0.14,-0.93,pulldown-crunch,,35.0,25
-0.855,-0.001,-0.723,pulldown-crunch,,35.0,25
-0.832,-0.048,-0.574,pulldown-crunch,,35.0,25
-0.779,-0.021,-0.433,pulldown-crunch,,35.0,25
-0.734,-0.016,-0.482,pulldown-crunch,,35.0,25
-0.705,0.009,-0.55,pulldown-crunch,,35.0,25
-0.682,0.116,-0.543,pulldown-crunch,,35.0,25
-0.591,0.091,-0.535,pulldown-crunch,,35.0,25
-0.541,0.114,-0.414,pulldown-crunch,,35.0,25
-0.538,0.233,-0.36,pulldown-crunch,,35.0,25
-0.546,0.371,-0.369,pulldown-crunch,,35.0,25
-0.541,0.281,-0.475,pulldown-crunch,,35.0,25
-0.532,-0.178,-0.749,pulldown-crunch,,35.0,25
-0.63,-0.261,-0.901,pulldown-crunch,,35.0,25
-0.737,-0.238,-0.964,pulldown-crunch,,35.0,25
-0.642,0.175,-1.018,pulldown-crunch,,35.0,25
-0.635,-0.112,-0.859,pulldown-crunch,,35.0,25
-0.732,-0.359,-0.545,pulldown-crunch,,35.0,25
-0.744,-0.621,-0.503,pulldown-crunch,,35.0,25
-0.684,-0.522,-0.493,pulldown-crunch,,35.0,25
-0.651,-0.338,-0.466,pulldown-crunch,,35.0,25
-0.681,-0.29,-0.483,pulldown-crunch,,35.0,25
-0.691,-0.397,-0.437,pulldown-crunch,,35.0,25
-0.75,0.278,-0.968,pulldown-crunch,,35.0,25
-0.681,0.224,-0.174,pulldown-crunch,,35.0,25
-0.735,0.208,-0.746,pulldown-crunch,,35.0,25
-0.829,0.029,-0.868,pulldown-crunch,,35.0,25
