0.31665,-0.446045,-0.836426,,,,
0.318604,-0.43457,-0.833496,,,,
0.314697,-0.447998,-0.84082,,,,
0.319092,-0.438477,-0.843262,,,,
0.345459,-0.461914,-0.834717,,,,
0.31665,-0.405762,-0.84668,,,,
0.345947,-0.439209,-0.847412,,,,
0.313232,-0.423828,-0.852539,,,,
0.33667,-0.446045,-0.848877,,,,
0.340088,-0.431885,-0.8479,,,,
0.339111,-0.419922,-0.848145,,,,
0.339111,-0.436279,-0.842041,,,,
0.343506,-0.447021,-0.841553,,,,
0.335205,-0.426514,-0.838379,,,,
0.322021,-0.419922,-0.837891,,,,
0.31958,-0.423828,-0.829834,,,,
0.31958,-0.428223,-0.837891,,,,
0.324951,-0.425293,-0.844727,,,,
0.32251,-0.42041,-0.842773,,,,
0.328369,-0.416504,-0.845215,,,,
0.337158,-0.411621,-0.855469,,,,
0.343506,-0.413574,-0.863525,,,,
0.346436,-0.423584,-0.852783,,,,
0.345947,-0.416992,-0.855713,,,,
0.344727,-0.400879,-0.851074,,,,
0.340088,-0.410156,-0.848145,,,,
0.338379,-0.39209,-0.846191,,,,
0.335693,-0.40332,-0.849609,,,,
0.340332,-0.399902,-0.845703,,,,
0.339111,-0.418945,-0.848633,,,,
0.341309,-0.401855,-0.852539,,,,
0.34375,-0.390137,-0.858887,,,,
0.350098,-0.381348,-0.855957,,,,
0.349609,-0.407227,-0.859619,,,,
0.353271,-0.419189,-0.851318,,,,
0.348389,-0.412598,-0.855713,,,,
0.346191,-0.402832,-0.847656,,,,
0.340576,-0.43042,-0.841309,,,,
0.336182,-0.429443,-0.833984,,,,
0.342529,-0.415283,-0.836914,,,,
0.346924,-0.420654,-0.84375,,,,
0.356201,-0.438232,-0.853271,,,,
0.372803,-0.423096,-0.864258,,,,
0.382324,-0.398682,-0.872559,,,,
0.393066,-0.390381,-0.875,,,,
0.399902,-0.387939,-0.875977,,,,
0.394531,-0.404541,-0.867676,,,,
0.388672,-0.421143,-0.854492,,,,
0.375488,-0.413818,-0.844482,,,,
0.368164,-0.395264,-0.834961,,,,
0.361328,-0.406982,-0.825195,,,,
0.350342,-0.425537,-0.809082,,,,
0.346436,-0.420166,-0.812744,,,,
0.361816,-0.394775,-0.827148,,,,
0.365723,-0.407471,-0.830566,,,,
0.372559,-0.417725,-0.82373,,,,
0.36499,-0.418213,-0.820801,,,,
0.348145,-0.401855,-0.829102,,,,
0.342773,-0.381348,-0.835205,,,,
0.343994,-0.405762,-0.850098,,,,
0.350098,-0.406738,-0.84375,,,,
0.353271,-0.424561,-0.851318,,,,
0.356445,-0.406738,-0.858154,,,,
0.355957,-0.38623,-0.855469,,,,
0.358398,-0.401367,-0.862061,,,,
0.352295,-0.412598,-0.863525,,,,
0.352783,-0.422607,-0.863037,,,,
0.350342,-0.411621,-0.860596,,,,
0.352539,-0.394531,-0.863525,,,,
0.356689,-0.412842,-0.864014,,,,
0.361084,-0.420166,-0.864014,,,,
0.362305,-0.398438,-0.854248,,,,
0.361328,-0.395508,-0.856201,,,,
0.355469,-0.404297,-0.85376,,,,
0.354492,-0.396973,-0.84375,,,,
0.349121,-0.402344,-0.841309,,,,
0.34668,-0.388672,-0.838867,,,,
0.351562,-0.39502,-0.848145,,,,
0.35498,-0.397461,-0.84375,,,,
0.352539,-0.394043,-0.848633,,,,
0.360352,-0.395996,-0.847656,,,,
0.361328,-0.401123,-0.84668,,,,
0.361816,-0.411865,-0.848877,,,,
0.360352,-0.404541,-0.845947,,,,
0.354492,-0.376953,-0.836914,,,,
0.352051,-0.397949,-0.850098,,,,
0.352783,-0.41626,-0.841797,,,,
0.361572,-0.41626,-0.832031,,,,
0.361328,-0.385742,-0.834473,,,,
0.359375,-0.380859,-0.834473,,,,
0.360352,-0.379883,-0.833008,,,,
0.36084,-0.385742,-0.840332,,,,
0.366699,-0.37207,-0.837891,,,,
0.364746,-0.368652,-0.826416,,,,
0.357422,-0.343262,-0.821777,,,,
0.333252,-0.31958,-0.818604,,,,
0.320068,-0.306641,-0.833252,,,,
0.327393,-0.314941,-0.847168,,,,
0.336426,-0.349854,-0.871582,,,,
0.342773,-0.351807,-0.867676,,,,
0.344238,-0.357666,-0.867676,,,,
0.361328,-0.365234,-0.878174,,,,
0.352051,-0.393066,-0.88501,,,,
0.346436,-0.411133,-0.868896,,,,
0.343262,-0.380371,-0.857422,,,,
0.335449,-0.383301,-0.86377,,,,
0.336426,-0.377686,-0.873047,,,,
0.338867,-0.366455,-0.868164,,,,
0.335938,-0.362061,-0.862305,,,,
0.342773,-0.368896,-0.879395,,,,
0.351074,-0.349854,-0.884277,,,,
0.354492,-0.341553,-0.88623,,,,
0.353271,-0.33374,-0.890137,,,,
0.35083,-0.29834,-0.886963,,,,
0.35376,-0.316895,-0.904785,,,,
0.36499,-0.329834,-0.903076,,,,
0.366455,-0.342041,-0.904541,,,,
0.373291,-0.291992,-0.91333,,,,
0.385498,-0.29834,-0.915771,,,,
0.390869,-0.323486,-0.909668,,,,
0.387451,-0.31958,-0.912598,,,,
0.371826,-0.325439,-0.911865,,,,
0.36792,-0.306641,-0.898438,,,,
0.366455,-0.313721,-0.89502,,,,
0.36499,-0.302246,-0.894531,,,,
0.366455,-0.307617,-0.896484,,,,
0.362061,-0.279785,-0.890625,,,,
0.36499,-0.277832,-0.892578,,,,
0.367432,-0.277344,-0.894531,,,,
0.372803,-0.295898,-0.900391,,,,
0.376465,-0.267578,-0.896484,,,,
0.379639,-0.288574,-0.899414,,,,
0.384766,-0.257324,-0.893066,,,,
0.380371,-0.279297,-0.898438,,,,
0.379883,-0.280762,-0.89209,,,,
0.378174,-0.299072,-0.886719,,,,
0.372803,-0.291504,-0.879883,,,,
0.367432,-0.28125,-0.884521,,,,
0.376465,-0.270996,-0.885742,,,,
0.376709,-0.292969,-0.88916,,,,
0.382812,-0.273926,-0.882812,,,,
0.385498,-0.287354,-0.882324,,,,
0.380615,-0.281738,-0.882812,,,,
0.380859,-0.277344,-0.888672,,,,
0.372559,-0.243408,-0.88501,,,,
0.363281,-0.258057,-0.894775,,,,
0.371826,-0.27832,-0.896484,,,,
0.375244,-0.281738,-0.900391,,,,
0.382324,-0.272461,-0.90625,,,,
0.383301,-0.248047,-0.907227,,,,
0.39209,-0.276855,-0.908936,,,,
0.389404,-0.28833,-0.898682,,,,
0.38501,-0.285645,-0.898926,,,,
0.376221,-0.286133,-0.897461,,,,
0.370361,-0.28125,-0.884766,,,,
0.371338,-0.290527,-0.880371,,,,
0.371582,-0.273438,-0.881592,,,,
0.37207,-0.26709,-0.879639,,,,
0.373047,-0.265625,-0.883545,,,,
0.374512,-0.251465,-0.881104,,,,
0.367188,-0.26709,-0.884521,,,,
0.363281,-0.272461,-0.887939,,,,
0.362305,-0.261719,-0.889404,,,,
0.358887,-0.238525,-0.892822,,,,
0.361816,-0.252197,-0.890381,,,,
0.362061,-0.277832,-0.888916,,,,
0.366211,-0.252686,-0.892334,,,,
0.365234,-0.241943,-0.898193,,,,
0.369141,-0.251709,-0.9021,,,,
0.375,-0.239014,-0.89917,,,,
0.37207,-0.266113,-0.908691,,,,
0.378906,-0.26709,-0.909668,,,,
0.384277,-0.268555,-0.915283,,,,
0.38623,-0.243896,-0.90918,,,,
0.391602,-0.243652,-0.90918,,,,
0.387695,-0.263672,-0.908691,,,,
0.389648,-0.276367,-0.911377,,,,
0.384766,-0.249512,-0.897461,,,,
0.379395,-0.251465,-0.893311,,,,
0.383301,-0.256836,-0.890137,,,,
0.381348,-0.23877,-0.884033,,,,
0.381836,-0.25,-0.887451,,,,
0.384766,-0.259766,-0.886719,,,,
0.383789,-0.247559,-0.874268,,,,
0.380859,-0.243652,-0.88208,,,,
0.375977,-0.231201,-0.876953,,,,
0.37793,-0.258789,-0.881592,,,,
0.376953,-0.244141,-0.884521,,,,
0.380859,-0.237061,-0.885986,,,,
0.38623,-0.243164,-0.895508,,,,
0.38623,-0.245605,-0.903809,,,,
0.394043,-0.25,-0.905273,,,,
0.395508,-0.259277,-0.904785,,,,
0.394531,-0.249023,-0.901367,,,,
0.393555,-0.237793,-0.896484,,,,
0.389648,-0.258301,-0.897461,,,,
0.389648,-0.270996,-0.891602,,,,
0.384766,-0.270996,-0.887695,,,,
0.385254,-0.258789,-0.894531,,,,
0.387207,-0.237305,-0.890381,,,,
0.384766,-0.217041,-0.892822,,,,
0.386719,-0.223877,-0.89917,,,,
0.393066,-0.255371,-0.90625,,,,
0.39209,-0.255859,-0.899902,,,,
0.394043,-0.248047,-0.90332,,,,
0.393066,-0.232666,-0.90918,,,,
0.391846,-0.209717,-0.898682,,,,
0.38916,-0.246094,-0.896484,,,,
0.389648,-0.257812,-0.896973,,,,
0.387207,-0.228271,-0.888916,,,,
0.385742,-0.229248,-0.889404,,,,
0.383301,-0.22876,-0.884033,,,,
0.381836,-0.246582,-0.882568,,,,
0.381836,-0.225342,-0.880615,,,,
0.384033,-0.20874,-0.894287,,,,
0.387451,-0.205322,-0.885254,,,,
0.394531,-0.242188,-0.874268,,,,
0.394531,-0.224609,-0.883057,,,,
0.394287,-0.187744,-0.885742,,,,
0.392334,-0.207764,-0.885986,,,,
0.389893,-0.2146,-0.883057,,,,
0.394043,-0.233398,-0.886475,,,,
0.394043,-0.218994,-0.878662,,,,
0.393555,-0.22168,-0.878174,,,,
0.400146,-0.19751,-0.85791,,,,
0.402588,-0.165771,-0.837646,,,,
0.408936,-0.164795,-0.819336,,,,
0.403076,-0.197266,-0.791016,,,,
0.404541,-0.172363,-0.77417,,,,
0.408936,-0.0820312,-0.775146,,,,
0.41626,-0.0834961,-0.800293,,,,
0.420166,-0.0766602,-0.793945,,,,
0.42749,-0.0825195,-0.807373,,,,
0.443604,-0.0751953,-0.841797,,,,
0.457275,-0.0517578,-0.856445,,,,
0.462402,-0.114502,-0.870117,,,,
0.479492,-0.143555,-0.866943,,,,
0.484863,-0.15918,-0.864014,,,,
0.501221,-0.0905762,-0.879639,,,,
0.512695,-0.0361328,-0.885254,,,,
0.511719,-0.0598145,-0.869141,,,,
0.519775,-0.0864258,-0.847656,,,,
0.513916,-0.122803,-0.843262,,,,
0.509521,-0.0917969,-0.835449,,,,
0.52832,-0.029541,-0.837158,,,,
0.540283,0.0236816,-0.831055,,,,
0.560791,0.0273438,-0.835449,,,,
0.574463,0.00390625,-0.835693,,,,
0.584473,-0.0578613,-0.830566,,,,
0.584717,-0.0107422,-0.825928,,,,
0.609131,0.122314,-0.839844,,,,
0.614258,0.195557,-0.853271,,,,
0.613525,0.166992,-0.841064,,,,
0.650146,0.0976562,-0.851562,,,,
0.637695,0.0251465,-0.827148,,,,
0.597656,0.0388184,-0.79834,,,,
0.601807,0.140381,-0.761475,,,,
0.594727,0.199219,-0.738037,,,,
0.580078,0.231689,-0.719971,,,,
0.584473,0.234619,-0.710693,,,,
0.611816,0.221436,-0.673584,,,,
0.649658,0.220703,-0.63623,,,,
0.689209,0.262207,-0.620117,,,,
0.718506,0.351318,-0.594727,,,,
0.740234,0.424072,-0.562988,,,,
0.748779,0.486816,-0.525391,,,,
0.726318,0.525146,-0.500488,,,,
0.70752,0.550293,-0.50415,,,,
0.70874,0.522461,-0.518066,,,,
0.72583,0.527588,-0.504883,,,,
0.738525,0.507324,-0.493164,,,,
0.761475,0.496582,-0.478271,,,,
0.774658,0.472412,-0.468994,,,,
0.790283,0.466797,-0.455322,,,,
0.791992,0.501953,-0.42627,,,,
0.793213,0.472168,-0.414551,,,,
0.803711,0.505371,-0.398682,,,,
0.804199,0.507324,-0.388916,,,,
0.808594,0.498047,-0.374023,,,,
0.821533,0.426758,-0.35791,,,,
0.83667,0.418213,-0.352539,,,,
0.834229,0.421631,-0.342773,,,,
0.846924,0.43042,-0.31958,,,,
0.885254,0.462646,-0.307861,,,,
0.906738,0.480225,-0.31665,,,,
0.91626,0.68457,-0.319824,,,,
0.92334,0.610596,-0.321533,,,,
0.93042,0.279785,-0.294678,,,,
0.949219,0.189453,-0.308594,,,,
0.926025,0.243164,-0.326904,,,,
0.912109,0.219971,-0.302246,,,,
0.928223,0.212158,-0.286621,,,,
0.932861,0.274414,-0.28833,,,,
0.95166,0.33374,-0.286133,,,,
0.972412,0.354004,-0.279785,,,,
0.980713,0.344727,-0.261719,,,,
0.965576,0.351074,-0.266113,,,,
0.931152,0.321533,-0.27002,,,,
0.907959,0.290039,-0.260498,,,,
0.896729,0.290283,-0.268311,,,,
0.884033,0.295654,-0.271729,,,,
0.876709,0.314453,-0.275635,,,,
0.88623,0.318848,-0.282471,,,,
0.900879,0.310303,-0.270264,,,,
0.916016,0.312256,-0.266357,,,,
0.94043,0.302246,-0.265137,,,,
0.961914,0.293213,-0.273193,,,,
0.956543,0.282471,-0.278076,,,,
0.935303,0.281738,-0.250488,,,,
0.914795,0.296387,-0.235596,,,,
0.90625,0.315674,-0.251465,,,,
0.924316,0.316162,-0.273926,,,,
0.936523,0.324463,-0.287598,,,,
0.946777,0.322754,-0.282227,,,,
0.968262,0.296631,-0.270752,,,,
0.956299,0.280518,-0.253418,,,,
0.935791,0.268311,-0.238281,,,,
