0.208,0.84,-0.536,barbell-press,,45.0,8
0.192,0.856,-0.474,barbell-press,,45.0,8
0.192,0.856,-0.472,barbell-press,,45.0,8
0.17,0.841,-0.465,barbell-press,,45.0,8
0.146,0.833,-0.464,barbell-press,,45.0,8
0.137,0.853,-0.443,barbell-press,,45.0,8
0.157,0.87,-0.503,barbell-press,,45.0,8
0.174,0.886,-0.546,barbell-press,,45.0,8
0.223,0.868,-0.585,barbell-press,,45.0,8
0.284,0.877,-0.572,barbell-press,,45.0,8
0.328,0.886,-0.562,barbell-press,,45.0,8
0.317,0.863,-0.554,barbell-press,,45.0,8
0.276,0.844,-0.57,barbell-press,,45.0,8
0.258,0.858,-0.588,barbell-press,,45.0,8
0.239,0.87,-0.552,barbell-press,,45.0,8
0.221,0.839,-0.564,barbell-press,,45.0,8
0.221,0.819,-0.657,barbell-press,,45.0,8
0.224,0.805,-0.717,barbell-press,,45.0,8
0.183,0.795,-0.631,barbell-press,,45.0,8
0.111,0.772,-0.576,barbell-press,,45.0,8
0.099,0.755,-0.638,barbell-press,,45.0,8
0.117,0.738,-0.745,barbell-press,,45.0,8
0.057,0.688,-0.774,barbell-press,,45.0,8
0.021,0.665,-0.743,barbell-press,,45.0,8
0.086,0.66,-0.77,barbell-press,,45.0,8
0.184,0.636,-0.824,barbell-press,,45.0,8
0.24,0.624,-0.878,barbell-press,,45.0,8
0.226,0.62,-0.876,barbell-press,,45.0,8
0.189,0.612,-0.806,barbell-press,,45.0,8
0.176,0.581,-0.878,barbell-press,,45.0,8
0.182,0.534,-0.982,barbell-press,,45.0,8
0.164,0.511,-0.907,barbell-press,,45.0,8
0.01,0.47,-0.816,barbell-press,,45.0,8
-0.184,0.427,-0.779,barbell-press,,45.0,8
0.02,0.391,-0.922,barbell-press,,45.0,8
0.329,0.389,-1.098,barbell-press,,45.0,8
0.083,0.586,-0.981,barbell-press,,45.0,8
0.175,0.543,-0.956,barbell-press,,45.0,8
0.234,0.398,-0.962,barbell-press,,45.0,8
0.211,0.35,-0.935,barbell-press,,45.0,8
0.187,0.283,-0.909,barbell-press,,45.0,8
0.161,0.252,-0.929,barbell-press,,45.0,8
0.121,0.191,-0.923,barbell-press,,45.0,8
0.084,0.137,-0.848,barbell-press,,45.0,8
0.066,0.099,-0.809,barbell-press,,45.0,8
0.081,0.118,-0.877,barbell-press,,45.0,8
0.085,0.104,-0.914,barbell-press,,45.0,8
0.054,0.101,-0.847,barbell-press,,45.0,8
0.032,0.061,-0.84,barbell-press,,45.0,8
0.033,0.152,-0.845,barbell-press,,45.0,8
0.072,0.16,-1.007,barbell-press,,45.0,8
0.064,0.176,-0.913,barbell-press,,45.0,8
0.002,0.153,-0.695,barbell-press,,45.0,8
0.015,0.198,-0.84,barbell-press,,45.0,8
-0.006,0.207,-0.982,barbell-press,,45.0,8
-0.052,0.201,-0.861,barbell-press,,45.0,8
-0.127,0.214,-0.72,barbell-press,,45.0,8
-0.157,0.314,-0.844,barbell-press,,45.0,8
-0.14,0.348,-1.137,barbell-press,,45.0,8
-0.163,0.359,-1.024,barbell-press,,45.0,8
-0.22,0.373,-0.784,barbell-press,,45.0,8
-0.232,0.516,-0.92,barbell-press,,45.0,8
-0.207,0.558,-1.03,barbell-press,,45.0,8
-0.224,0.536,-0.855,barbell-press,,45.0,8
-0.261,0.534,-0.786,barbell-press,,45.0,8
-0.278,0.513,-0.795,barbell-press,,45.0,8
-0.297,0.504,-0.822,barbell-press,,45.0,8
-0.304,0.515,-0.816,barbell-press,,45.0,8
-0.33,0.525,-0.761,barbell-press,,45.0,8
-0.364,0.533,-0.761,barbell-press,,45.0,8
-0.391,0.541,-0.776,barbell-press,,45.0,8
-0.4,0.539,-0.766,barbell-press,,45.0,8
-0.419,0.536,-0.755,barbell-press,,45.0,8
-0.428,0.536,-0.743,barbell-press,,45.0,8
-0.441,0.527,-0.71,barbell-press,,45.0,8
-0.468,0.528,-0.688,barbell-press,,45.0,8
-0.5,0.544,-0.692,barbell-press,,45.0,8
-0.524,0.529,-0.681,barbell-press,,45.0,8
-0.539,0.5,-0.697,barbell-press,,45.0,8
-0.563,0.507,-0.701,barbell-press,,45.0,8
-0.583,0.496,-0.663,barbell-press,,45.0,8
-0.592,0.464,-0.691,barbell-press,,45.0,8
-0.586,0.464,-0.708,barbell-press,,45.0,8
-0.576,0.464,-0.668,barbell-press,,45.0,8
-0.584,0.461,-0.627,barbell-press,,45.0,8
-0.608,0.443,-0.613,barbell-press,,45.0,8
-0.641,0.423,-0.606,barbell-press,,45.0,8
-0.691,0.442,-0.58,barbell-press,,45.0,8
-0.724,0.444,-0.522,barbell-press,,45.0,8
-0.726,0.424,-0.539,barbell-press,,45.0,8
-0.685,0.404,-0.661,barbell-press,,45.0,8
-0.641,0.421,-0.696,barbell-press,,45.0,8
-0.61,0.437,-0.661,barbell-press,,45.0,8
-0.585,0.425,-0.652,barbell-press,,45.0,8
-0.591,0.434,-0.672,barbell-press,,45.0,8
-0.587,0.451,-0.661,barbell-press,,45.0,8
-0.612,0.472,-0.593,barbell-press,,45.0,8
-0.647,0.472,-0.659,barbell-press,,45.0,8
-0.643,0.473,-0.616,barbell-press,,45.0,8
-0.686,0.486,-0.724,barbell-press,,45.0,8
-0.656,0.457,-0.648,barbell-press,,45.0,8
-0.664,0.504,-0.64,barbell-press,,45.0,8
-0.624,0.512,-0.648,barbell-press,,45.0,8
-0.616,0.504,-0.57,barbell-press,,45.0,8
-0.57,0.512,-0.606,barbell-press,,45.0,8
-0.59,0.482,-0.548,barbell-press,,45.0,8
-0.57,0.458,-0.668,barbell-press,,45.0,8
-0.575,0.492,-0.566,barbell-press,,45.0,8
-0.562,0.503,-0.615,barbell-press,,45.0,8
-0.553,0.49,-0.549,barbell-press,,45.0,8
-0.545,0.488,-0.589,barbell-press,,45.0,8
-0.544,0.488,-0.561,barbell-press,,45.0,8
-0.55,0.501,-0.641,barbell-press,,45.0,8
-0.552,0.504,-0.652,barbell-press,,45.0,8
-0.54,0.534,-0.636,barbell-press,,45.0,8
-0.536,0.55,-0.632,barbell-press,,45.0,8
-0.542,0.558,-0.621,barbell-press,,45.0,8
-0.538,0.554,-0.61,barbell-press,,45.0,8
-0.536,0.568,-0.651,barbell-press,,45.0,8
-0.552,0.55,-0.635,barbell-press,,45.0,8
-0.555,0.551,-0.611,barbell-press,,45.0,8
-0.567,0.555,-0.583,barbell-press,,45.0,8
-0.576,0.538,-0.582,barbell-press,,45.0,8
-0.567,0.514,-0.583,barbell-press,,45.0,8
-0.556,0.495,-0.607,barbell-press,,45.0,8
-0.548,0.484,-0.641,barbell-press,,45.0,8
-0.544,0.484,-0.627,barbell-press,,45.0,8
-0.548,0.496,-0.604,barbell-press,,45.0,8
-0.564,0.519,-0.596,barbell-press,,45.0,8
-0.58,0.532,-0.603,barbell-press,,45.0,8
-0.573,0.524,-0.616,barbell-press,,45.0,8
-0.567,0.533,-0.626,barbell-press,,45.0,8
-0.57,0.558,-0.637,barbell-press,,45.0,8
-0.56,0.565,-0.638,barbell-press,,45.0,8
-0.557,0.551,-0.639,barbell-press,,45.0,8
-0.566,0.528,-0.616,barbell-press,,45.0,8
-0.589,0.507,-0.61,barbell-press,,45.0,8
-0.589,0.496,-0.617,barbell-press,,45.0,8
-0.595,0.505,-0.591,barbell-press,,45.0,8
-0.582,0.528,-0.597,barbell-press,,45.0,8
-0.574,0.528,-0.582,barbell-press,,45.0,8
-0.57,0.528,-0.613,barbell-press,,45.0,8
-0.578,0.526,-0.584,barbell-press,,45.0,8
-0.584,0.517,-0.615,barbell-press,,45.0,8
-0.583,0.503,-0.615,barbell-press,,45.0,8
-0.575,0.498,-0.642,barbell-press,,45.0,8
-0.569,0.513,-0.605,barbell-press,,45.0,8
-0.578,0.518,-0.579,barbell-press,,45.0,8
-0.592,0.503,-0.545,barbell-press,,45.0,8
-0.592,0.495,-0.636,barbell-press,,45.0,8
-0.592,0.488,-0.584,barbell-press,,45.0,8
-0.592,0.488,-0.583,barbell-press,,45.0,8
-0.6,0.496,-0.552,barbell-press,,45.0,8
-0.584,0.504,-0.536,barbell-press,,45.0,8
-0.568,0.52,-0.621,barbell-press,,45.0,8
-0.576,0.52,-0.556,barbell-press,,45.0,8
-0.591,0.505,-0.597,barbell-press,,45.0,8
-0.592,0.511,-0.585,barbell-press,,45.0,8
-0.621,0.505,-0.605,barbell-press,,45.0,8
-0.61,0.518,-0.629,barbell-press,,45.0,8
-0.608,0.52,-0.591,barbell-press,,45.0,8
-0.615,0.513,-0.597,barbell-press,,45.0,8
-0.603,0.512,-0.626,barbell-press,,45.0,8
-0.6,0.518,-0.626,barbell-press,,45.0,8
-0.6,0.526,-0.587,barbell-press,,45.0,8
-0.6,0.522,-0.582,barbell-press,,45.0,8
-0.594,0.526,-0.596,barbell-press,,45.0,8
-0.603,0.517,-0.594,barbell-press,,45.0,8
-0.602,0.506,-0.581,barbell-press,,45.0,8
-0.605,0.515,-0.56,barbell-press,,45.0,8
-0.613,0.515,-0.568,barbell-press,,45.0,8
-0.606,0.512,-0.576,barbell-press,,45.0,8
-0.605,0.517,-0.571,barbell-press,,45.0,8
-0.603,0.52,-0.573,barbell-press,,45.0,8
-0.605,0.525,-0.576,barbell-press,,45.0,8
-0.604,0.528,-0.572,barbell-press,,45.0,8
-0.6,0.532,-0.572,barbell-press,,45.0,8
-0.612,0.528,-0.576,barbell-press,,45.0,8
-0.624,0.524,-0.572,barbell-press,,45.0,8
-0.62,0.532,-0.572,barbell-press,,45.0,8
-0.616,0.536,-0.576,barbell-press,,45.0,8
-0.612,0.54,-0.569,barbell-press,,45.0,8
-0.601,0.541,-0.557,barbell-press,,45.0,8
-0.595,0.539,-0.549,barbell-press,,45.0,8
-0.6,0.541,-0.547,barbell-press,,45.0,8
-0.603,0.53,-0.564,barbell-press,,45.0,8
-0.605,0.523,-0.587,barbell-press,,45.0,8
-0.603,0.525,-0.582,barbell-press,,45.0,8
-0.606,0.52,-0.567,barbell-press,,45.0,8
-0.598,0.522,-0.577,barbell-press,,45.0,8
-0.594,0.528,-0.558,barbell-press,,45.0,8
-0.598,0.53,-0.558,barbell-press,,45.0,8
-0.59,0.532,-0.583,barbell-press,,45.0,8
-0.584,0.52,-0.6,barbell-press,,45.0,8
-0.587,0.521,-0.572,barbell-press,,45.0,8
-0.6,0.527,-0.596,barbell-press,,45.0,8
-0.598,0.522,-0.612,barbell-press,,45.0,8
-0.584,0.536,-0.598,barbell-press,,45.0,8
-0.584,0.536,-0.636,barbell-press,,45.0,8
-0.585,0.537,-0.599,barbell-press,,45.0,8
-0.591,0.543,-0.593,barbell-press,,45.0,8
-0.584,0.528,-0.598,barbell-press,,45.0,8
-0.576,0.528,-0.553,barbell-press,,45.0,8
-0.568,0.536,-0.584,barbell-press,,45.0,8
-0.56,0.552,-0.576,barbell-press,,45.0,8
-0.56,0.552,-0.584,barbell-press,,45.0,8
